year,Location,Crop,precipitation (mm),Temperature (°C),Irrigation water usage (m³),Water availability (m³),Crop yield (metric tons/hectare),Irrigation efficiency (%),Irrigation method,Soil moisture (%),water salinity (ppm),Greenhouse gas emissions (metric tons)
1993,Burundi,Maize,968.96,33.47,7868.61,60785.94,4,0.61,Flood irrigation,0.31,225.11,85.98
2012,Rwanda,Rice,591.68,33.4,5645.4,44582.65,6,0.73,Drip irrigation,0.26,720.91,52.33
2021,South Sudan,Millet,706.79,29.67,5560.77,77938.75,6.02,0.63,Sprinkler irrigation,0.42,435.36,97.62
2006,Tanzania,Wheat,1386.68,30.77,2038.13,34882.48,8.53,0.64,Center pivot irrigation,0.46,881.31,47.5
2023,Burundi,Sunflower,1683.16,27.87,8304.2,59326.04,6.68,0.59,Drip irrigation,0.32,214.35,67.14
2006,Rwanda,Rice,1262.13,32.22,3645.53,67395.17,2.12,0.66,Center pivot irrigation,0.18,307.47,88.97
2023,Burundi,Wheat,1160.4,15.92,1226.05,15564.91,4.4,0.65,Center pivot irrigation,0.15,129.81,35.15
2018,South Sudan,Pigeon peas,801.11,32.21,1399.24,70136.93,6.47,0.85,Sprinkler irrigation,0.11,462.72,39.18
2022,Tanzania,Sorghum,1386.31,31.42,6632.88,60737.95,4.05,0.71,Sprinkler irrigation,0.37,568.48,54.65
2001,Uganda,Vegetables,1041.8,25.43,9756.93,78409.12,5.25,0.61,Drip irrigation,0.15,356.51,51.41
1993,Kenya,Rice,1342.4,25.75,1146.94,82342.28,6.52,0.71,Center pivot irrigation,0.47,507.06,89.53
2000,Uganda,Sorghum,640.03,15.19,9766.2,59693.42,1.99,0.64,Drip irrigation,0.19,192.1,12.3
2008,Uganda,Cassava,1604.4,33.58,9553.53,40606.77,2.98,0.55,Sprinkler irrigation,0.37,662.89,91.83
2009,Kenya,Groundnuts,1081.63,19.11,1991.89,67229.92,8.81,0.72,Sprinkler irrigation,0.18,593.4,60.97
1996,Uganda,Soybeans,626.3,17.5,2743.74,59742.2,8.57,0.63,Flood irrigation,0.13,897.16,86.46
2008,Burundi,Sunflower,1494.13,23.46,3668.39,17274.57,6.13,0.68,Sprinkler irrigation,0.24,510.78,52.76
2005,Burundi,Wheat,1460.67,20.34,4049.12,61279.64,5.74,0.75,Flood irrigation,0.32,651.22,66.38
2014,Uganda,Fruits,1586.22,27.88,2570.46,64581.39,1.82,0.68,Drip irrigation,0.46,351.93,12.46
2004,Rwanda,Sunflower,1921.86,19,4062.46,93073.33,6.5,0.52,Sprinkler irrigation,0.3,839.54,60.55
2002,South Sudan,Fruits,725.79,15.21,3174.52,41145.25,9.14,0.78,Drip irrigation,0.16,976.17,98.3
2003,Rwanda,Cassava,1166.48,17.16,9340.05,72276.46,8.07,0.79,Sprinkler irrigation,0.47,388.47,98.39
2009,Kenya,Cassava,1864.13,30.22,7920.98,15966.71,1.97,0.88,Center pivot irrigation,0.23,184.5,80.06
2007,Rwanda,Irish potatoes,1460.33,30.05,2271.86,44021.1,6.6,0.7,Center pivot irrigation,0.48,852.64,79.31
2012,Tanzania,Groundnuts,1072.78,31.2,4636.28,51815.77,1.25,0.9,Drip irrigation,0.38,795.81,48.81
2002,Uganda,Irish potatoes,1776.68,29.16,6725.92,90682.44,1.18,0.67,Center pivot irrigation,0.44,496.97,58.81
1995,Kenya,Cowpeas,1886.36,30.6,3151.6,86194.39,9.16,0.85,Drip irrigation,0.42,431.51,99.25
2016,Uganda,Maize,1212.58,25.11,4532.61,33506.19,3.81,0.5,Flood irrigation,0.11,876.08,72.22
2005,Tanzania,Pigeon peas,1276.99,20.78,5920.07,78918.13,6.67,0.58,Center pivot irrigation,0.33,819.79,89.2
2022,South Sudan,Beans,1859.39,26.02,2708.12,46182.84,9.41,0.51,Sprinkler irrigation,0.38,472.97,56.19
1999,Kenya,Sunflower,1099.63,23.48,9708.76,25409.71,6.2,0.53,Sprinkler irrigation,0.15,918.36,11.96
2006,Kenya,Maize,1161.74,17.08,9784.17,72746.24,6.63,0.83,Center pivot irrigation,0.35,442.96,56.52
2020,Kenya,Cassava,550.14,20.15,1640.52,78378.78,5.9,0.53,Center pivot irrigation,0.12,271.52,70.32
1994,Rwanda,Soybeans,1482.73,18.95,4880.3,71765.81,7.6,0.73,Sprinkler irrigation,0.14,349.94,13.73
2017,Uganda,Sunflower,693.43,18.22,7814.58,52384.24,5.15,0.78,Drip irrigation,0.12,281.2,93.09
2011,South Sudan,Cassava,1941.69,25.95,7195.4,89594.2,7.19,0.81,Center pivot irrigation,0.3,231.9,62.03
2023,Uganda,Cowpeas,1490.1,33.82,8866.4,32178.92,2.46,0.63,Flood irrigation,0.48,808.28,58.22
2018,Rwanda,Cowpeas,732.23,16.44,2731.58,92190.92,8.62,0.63,Sprinkler irrigation,0.29,992.75,30.1
2001,Tanzania,Irish potatoes,1416.74,26.83,9744.56,20923.37,2.55,0.75,Center pivot irrigation,0.28,397.31,61.93
2002,South Sudan,Millet,681.14,16.99,6448.21,49766.15,3.98,0.75,Sprinkler irrigation,0.32,985.12,81.69
2007,Rwanda,Maize,1309.13,26.34,7500.51,22863.1,9.26,0.88,Sprinkler irrigation,0.2,193.56,98.16
2012,Tanzania,Sunflower,915.58,23.8,4509.9,43776.71,2.23,0.85,Sprinkler irrigation,0.5,159.49,91.24
2008,Burundi,Pigeon peas,1737.85,26.77,1476.61,62232.53,6.6,0.76,Drip irrigation,0.11,880.63,66.22
2016,Tanzania,Soybeans,1191.46,21,8426.65,41367.47,1.06,0.77,Sprinkler irrigation,0.42,746.57,73.38
2007,Rwanda,Rice,673.53,19,8485.1,62489.38,5.15,0.63,Flood irrigation,0.15,101.39,61.91
2001,Uganda,Sunflower,1480.22,23.92,6188.33,59426.5,9.36,0.6,Sprinkler irrigation,0.23,216.71,32.19
2019,Uganda,Sunflower,1826.35,32.17,8150.04,80038.63,1.96,0.82,Flood irrigation,0.43,894.28,89.15
2021,Uganda,Irish potatoes,1456.21,30.9,1026.74,25395.99,2.36,0.89,Sprinkler irrigation,0.26,841.81,51.98
2006,Tanzania,Groundnuts,1618.43,27.93,7560.66,12447.43,1.93,0.85,Center pivot irrigation,0.15,621.03,45.2
2007,South Sudan,Irish potatoes,897.03,26.44,7762.99,11732.86,4.85,0.62,Sprinkler irrigation,0.39,268.17,92.1
2007,South Sudan,Beans,1456.76,33.88,4284.36,48965.19,3.33,0.68,Center pivot irrigation,0.19,957.11,20.79
2021,Tanzania,Sweet potatoes,805.68,28.71,3971.29,14573.93,3.63,0.55,Flood irrigation,0.32,630.46,97.54
2000,Rwanda,Fruits,615.88,23.1,3493.01,41684.11,7.83,0.88,Center pivot irrigation,0.39,114.2,63.83
1997,Uganda,Cowpeas,1366.06,21.54,2125.8,25912.44,9.1,0.72,Sprinkler irrigation,0.39,146.33,30.41
2011,South Sudan,Sweet potatoes,1587.93,17.35,1833.73,40394.76,8.58,0.59,Sprinkler irrigation,0.21,916.99,36.79
2023,Rwanda,Maize,1346.2,30.44,6696.65,30993.89,4.41,0.72,Sprinkler irrigation,0.36,896.4,66.05
2010,Tanzania,Soybeans,1098.39,21.06,2583.89,34001.79,7.05,0.85,Sprinkler irrigation,0.22,153.34,10.31
2017,Burundi,Rice,1862.53,23.34,9230.95,67737.94,7.85,0.67,Sprinkler irrigation,0.47,975.36,61.24
2003,South Sudan,Sunflower,690.17,27.39,4591.13,76724.83,4.33,0.57,Flood irrigation,0.28,425.69,61.2
2000,Rwanda,Sunflower,961.56,27.27,6536.31,59415.78,9.13,0.83,Drip irrigation,0.27,999.6,60.35
1998,South Sudan,Soybeans,1878.06,20.7,9436.65,91548.13,3.98,0.87,Sprinkler irrigation,0.45,854.2,14.1
2002,Rwanda,Irish potatoes,1404.34,20.68,5769.38,11695.61,6.7,0.55,Drip irrigation,0.35,405.36,56.5
2003,Tanzania,Cassava,1013.39,33.26,8558.41,22491.99,3.89,0.89,Drip irrigation,0.47,922.78,19.09
2006,Burundi,Sweet potatoes,1301.73,29.76,9175.69,38174.32,5.2,0.73,Sprinkler irrigation,0.29,688.66,44.6
1994,Kenya,Wheat,500.18,26.43,5154.24,48685.18,1.33,0.85,Center pivot irrigation,0.44,621.02,82.09
2008,South Sudan,Rice,1019.56,32.56,9029.24,66826.18,3.3,0.64,Sprinkler irrigation,0.36,349.4,27.59
1998,Tanzania,Cassava,1031.21,19.53,1350.97,47508.67,5.6,0.75,Flood irrigation,0.4,844.73,38.08
2003,South Sudan,Sorghum,531.27,24.4,2138.05,44930.16,5.77,0.7,Sprinkler irrigation,0.31,689.02,10.53
2020,Uganda,Cassava,1080.02,16.23,5261.74,97993.62,1.11,0.83,Flood irrigation,0.45,645.21,79.58
1998,Kenya,Sorghum,1289.71,17.29,3338.33,48103.15,3.21,0.81,Sprinkler irrigation,0.31,166.78,59.37
1993,Burundi,Maize,1005.31,17.72,1204.38,65671.64,2.2,0.73,Flood irrigation,0.11,108.46,19.52
2022,Kenya,Sorghum,673.81,30.61,5612.01,50490.85,7.82,0.77,Flood irrigation,0.4,482.35,48.17
2003,Tanzania,Groundnuts,613.38,17.43,1728.93,82752.24,4.07,0.68,Flood irrigation,0.27,825.97,21.13
1993,Burundi,Sweet potatoes,1913.35,34.13,1388.2,23411.15,7.42,0.54,Flood irrigation,0.48,613.48,29.99
2010,Burundi,Sunflower,1653.37,24.23,4873.46,70678.7,2.92,0.8,Center pivot irrigation,0.11,630.55,19.28
2010,Burundi,Pigeon peas,871.84,27.6,6230.42,75088.89,9.8,0.72,Drip irrigation,0.17,287.08,52.36
2008,Uganda,Cowpeas,1414.73,19.44,5325.07,63618.21,8.87,0.64,Drip irrigation,0.41,779.47,27.23
2021,Tanzania,Fruits,732.51,20.22,7239.69,31717.84,2.42,0.82,Center pivot irrigation,0.41,320.07,60.76
2007,South Sudan,Vegetables,1208.23,25.32,7413.6,95379.08,2.26,0.87,Flood irrigation,0.5,579.9,54.79
2010,Kenya,Cowpeas,575.73,19.67,2420.21,75668.82,1.66,0.64,Center pivot irrigation,0.17,384.77,63.84
2015,Kenya,Groundnuts,1316.23,33.6,8820.76,56333.79,4.96,0.61,Drip irrigation,0.39,463.41,63.65
1997,Tanzania,Wheat,517.49,22.79,2198.82,95870.75,1.37,0.77,Drip irrigation,0.16,354.89,65.85
2012,Burundi,Sorghum,1668.59,15.22,4175.18,80085.5,3.57,0.53,Sprinkler irrigation,0.47,680.61,58.33
2018,Uganda,Sorghum,584.79,18.4,6280.09,29673.99,1.17,0.62,Center pivot irrigation,0.35,275.96,51.09
2006,Tanzania,Maize,586.06,26.69,4939.45,25052.21,2.28,0.81,Center pivot irrigation,0.27,287.3,38.95
2003,South Sudan,Sunflower,1636.04,26.5,1633.61,69579.77,2.37,0.74,Drip irrigation,0.26,508.44,36.04
2018,Burundi,Cassava,1376.82,21.96,7895.64,89006.27,8.73,0.53,Drip irrigation,0.15,328.16,10.29
2007,Burundi,Wheat,1944.97,29.48,2968.49,45431.52,3.24,0.62,Center pivot irrigation,0.37,114.41,51.72
2004,Rwanda,Sorghum,1283.28,27.16,7782.12,28820.93,9.04,0.74,Flood irrigation,0.49,336.27,32.64
1999,Rwanda,Fruits,808.12,19.16,9148.4,39412.87,6.62,0.67,Sprinkler irrigation,0.34,492.49,62.69
2007,Burundi,Sunflower,1736.99,30.65,7986.76,75827.76,3.12,0.86,Flood irrigation,0.41,428.69,58.24
2017,Rwanda,Millet,601.58,20.52,4417.66,66424.41,4.25,0.62,Sprinkler irrigation,0.38,847.27,70.3
2018,Burundi,Sweet potatoes,1079.08,26.45,2037.92,48903.4,5.68,0.72,Sprinkler irrigation,0.49,901.03,90.95
1993,Rwanda,Irish potatoes,1569.21,16.17,9028.05,16299.09,5.1,0.77,Drip irrigation,0.12,756.45,98.73
2007,Kenya,Beans,1218.68,25.06,7259.62,42063.75,1.92,0.53,Sprinkler irrigation,0.25,938.9,68.14
2016,Tanzania,Cassava,682.64,20.96,2962.86,52783.87,1.59,0.52,Sprinkler irrigation,0.14,862.93,16.42
1995,Tanzania,Sorghum,1469.59,19.64,3267.65,75333.2,8.71,0.53,Center pivot irrigation,0.37,808.61,57.16
2018,Rwanda,Fruits,528.02,16.99,4594.85,69771.24,1.56,0.51,Drip irrigation,0.41,764,93.73
2003,Kenya,Sorghum,1789.87,30.49,3898.85,38624.56,6.78,0.6,Center pivot irrigation,0.38,508.57,37.94
1995,Uganda,Fruits,844.12,34.32,8228.23,36341.07,4.92,0.81,Sprinkler irrigation,0.15,811.67,64.39
1999,Burundi,Cowpeas,1015.2,26.52,2806.27,20031.68,1.89,0.73,Flood irrigation,0.19,308.89,57.17
1995,Tanzania,Cowpeas,535.96,29.3,5603.89,17170.73,4.77,0.82,Center pivot irrigation,0.13,972.31,86.84
2011,Burundi,Fruits,560.99,18.72,1204.24,77868.66,4.54,0.61,Sprinkler irrigation,0.44,896.83,29.57
2001,Burundi,Groundnuts,516.01,28.12,3905.54,87269.7,8.21,0.78,Center pivot irrigation,0.16,796.91,28.99
1994,South Sudan,Irish potatoes,1412.57,32.17,4441.97,68872.54,2.08,0.56,Drip irrigation,0.2,228.97,37.17
2010,Burundi,Sunflower,1477.57,32.07,2016.55,24008.89,5.37,0.52,Sprinkler irrigation,0.34,563.34,68.41
1993,Uganda,Maize,1420.58,28.68,4049.88,63793.95,1.92,0.55,Center pivot irrigation,0.22,422.62,34.99
2010,Kenya,Cowpeas,544.54,32.69,6935.81,10945.91,4.91,0.83,Drip irrigation,0.33,611.19,25.63
1997,Kenya,Rice,1218.77,29.09,9435.39,60492.78,9.27,0.72,Drip irrigation,0.4,446.6,91.23
1998,Burundi,Sorghum,1395.22,23.39,5397.4,72181.77,5.27,0.78,Drip irrigation,0.42,465.26,23.5
2009,Tanzania,Sunflower,1185.02,15.84,9347.94,14044.17,2.02,0.68,Center pivot irrigation,0.23,784.61,41.5
2003,Burundi,Soybeans,849.01,28.83,9100.1,72954.53,1.6,0.84,Sprinkler irrigation,0.19,671.15,75.54
2008,Kenya,Vegetables,1506.91,30.32,5167,67097.48,6.79,0.67,Drip irrigation,0.38,667.77,17.15
2000,Burundi,Millet,1410.99,29.22,7433.82,78113.31,5.82,0.68,Sprinkler irrigation,0.42,894.36,61.69
2003,Kenya,Rice,1810.18,29.63,3606.32,52031.54,8.26,0.64,Flood irrigation,0.4,476.37,53.69
2023,Kenya,Cassava,1490.44,15.12,7749.28,82240.72,5.87,0.8,Center pivot irrigation,0.29,231.6,62.83
2019,Rwanda,Wheat,1569.48,18.22,1385.85,57116.27,3.42,0.58,Center pivot irrigation,0.38,616.64,45.22
2013,Burundi,Rice,1593.81,33.14,4507.94,54596.79,4.43,0.53,Flood irrigation,0.28,328.42,49.85
2005,Kenya,Irish potatoes,1584,31.4,8928.45,17785.79,3.45,0.69,Drip irrigation,0.31,844.45,13.57
2015,South Sudan,Millet,661.72,31.06,5147.29,47414.44,8.11,0.63,Sprinkler irrigation,0.2,190.13,77.52
2007,Burundi,Millet,1272.44,18.34,6641.09,17199.22,4.38,0.66,Flood irrigation,0.12,353.02,55.21
2007,Uganda,Wheat,601.31,32.72,3911.18,50199.56,8.43,0.78,Drip irrigation,0.43,550.82,61.42
1997,Burundi,Vegetables,1032.04,29.15,9785.89,84973.55,9.96,0.81,Sprinkler irrigation,0.25,833.52,19.1
1999,Burundi,Fruits,1670.1,24.95,1660.16,81114.49,4.37,0.89,Drip irrigation,0.12,816.42,59.33
2008,Tanzania,Vegetables,1579.58,17.68,1684.41,57712.16,8.93,0.67,Drip irrigation,0.21,898.19,40.44
2003,Kenya,Cowpeas,1928.4,23.44,6586.9,19766.86,1.52,0.77,Center pivot irrigation,0.43,480.32,10.23
1996,Tanzania,Sweet potatoes,945.35,29.46,1581.99,28541.08,1.63,0.8,Center pivot irrigation,0.47,273.9,79.13
2011,South Sudan,Cassava,1986.14,31.14,3012.59,52943.73,1.45,0.51,Drip irrigation,0.26,409.35,70.28
2003,South Sudan,Groundnuts,640.87,25.53,7595.56,63073.69,4,0.8,Flood irrigation,0.42,903.07,37.52
2007,Uganda,Sweet potatoes,1099.78,32.83,9272.08,57038.61,7.88,0.7,Center pivot irrigation,0.35,143.07,93.26
2013,Kenya,Rice,1558.36,28.21,8821.35,13321.15,8.81,0.8,Center pivot irrigation,0.17,760.69,54.07
2012,Kenya,Maize,783.33,21.9,2570.72,30713.67,1.48,0.7,Flood irrigation,0.25,911.09,57.81
2015,South Sudan,Fruits,1149.23,15.76,1982.9,82063.93,1.46,0.9,Center pivot irrigation,0.16,961.47,14.49
1996,South Sudan,Fruits,1943.18,18.54,9510.72,44347.25,2.71,0.61,Center pivot irrigation,0.42,358.97,81.93
2000,Rwanda,Maize,1232.2,22.82,2653.28,64748.93,6.65,0.67,Flood irrigation,0.26,525.94,69.37
2007,Kenya,Cowpeas,1348.23,19.63,3945.35,50407.17,4.11,0.68,Sprinkler irrigation,0.24,554.68,34.67
2012,Rwanda,Sweet potatoes,629.75,33.74,8367.99,70036.91,2.2,0.57,Flood irrigation,0.2,590.23,64.48
2016,Kenya,Fruits,1141.45,33.77,2872.31,35532.63,1.56,0.79,Sprinkler irrigation,0.21,797.85,31.12
2005,Rwanda,Sunflower,1471.45,30.81,6644.05,17882.59,8.02,0.82,Center pivot irrigation,0.18,979.03,56.05
1993,Uganda,Cowpeas,1908.75,22.03,3264.93,68742.03,2.43,0.8,Flood irrigation,0.37,271.69,32.72
2011,Rwanda,Pigeon peas,995.94,27.82,8077.32,39670.24,8.23,0.68,Flood irrigation,0.39,939.56,55.36
1997,Uganda,Millet,1513.92,31.92,4884.56,16654.34,3.41,0.87,Drip irrigation,0.39,816.62,35.18
2012,Kenya,Sweet potatoes,1360.18,15.86,9574.45,46777.42,3.08,0.61,Flood irrigation,0.15,525.62,79.85
2013,Kenya,Fruits,1787.98,16.53,9538.38,76999.19,6.96,0.89,Flood irrigation,0.23,230.57,76.92
2023,Kenya,Sunflower,1827.75,23.22,6438.34,34255.51,3.38,0.69,Sprinkler irrigation,0.17,121.2,50.22
2006,Uganda,Sunflower,1795.63,27.4,6667.84,26742.34,4.27,0.51,Center pivot irrigation,0.17,797.48,95.15
2020,Burundi,Soybeans,1852.38,16.01,1388.37,45361.62,8.34,0.75,Sprinkler irrigation,0.12,158.09,43.76
2018,Burundi,Cowpeas,1866.62,26.39,8179.01,64342.76,9.5,0.63,Flood irrigation,0.31,224.33,39.23
2002,Rwanda,Maize,1567.46,27.01,3565.88,39710.71,9.18,0.89,Sprinkler irrigation,0.37,981.42,58.73
2012,Burundi,Rice,953.63,17.86,1839.98,33260.15,7.91,0.67,Drip irrigation,0.43,353.82,29.8
2006,Burundi,Cowpeas,1321.18,16.01,1543.38,89893.7,6.47,0.67,Flood irrigation,0.23,813.12,27.05
1997,Burundi,Groundnuts,1162.22,32.17,7962.94,25751.19,2.65,0.79,Flood irrigation,0.27,729.85,44.88
2000,Kenya,Fruits,595.18,17.95,5263,26901.3,7.29,0.86,Sprinkler irrigation,0.31,576.41,95.94
1998,Kenya,Cowpeas,1383.75,26.42,7718.31,28586.6,4.35,0.72,Sprinkler irrigation,0.36,853.41,42.44
2008,South Sudan,Sorghum,1604.96,29.99,2992.35,94719.34,4.57,0.53,Center pivot irrigation,0.22,561.6,53.68
2013,Uganda,Millet,1993.64,30.42,1428.98,88405.16,5.98,0.51,Center pivot irrigation,0.11,395.37,60.69
2016,Kenya,Groundnuts,1340.92,34.71,6834.19,81743.17,8.51,0.54,Sprinkler irrigation,0.34,425.94,92.4
1997,Kenya,Pigeon peas,1498.17,25.75,4487.63,28693.25,9.73,0.51,Drip irrigation,0.27,535.27,69.21
1993,Rwanda,Sorghum,1177.1,25.88,8422.03,52424.87,9.06,0.84,Sprinkler irrigation,0.39,734.4,91.49
2014,South Sudan,Cowpeas,1818.71,16.28,9000.57,51454.28,8.28,0.58,Center pivot irrigation,0.3,890.16,97.76
2019,South Sudan,Cassava,1900.81,26.18,2848.53,45102.94,3.28,0.71,Center pivot irrigation,0.27,873.67,93.45
1998,Burundi,Cowpeas,1374.54,28.39,7007.68,82272.23,9.88,0.6,Drip irrigation,0.28,466.24,90.35
1994,Burundi,Maize,1167.25,31.33,5426.81,76102.89,2.62,0.68,Center pivot irrigation,0.22,210.92,43.36
1996,Tanzania,Cowpeas,1593.16,28.43,2670.55,58449.8,6.3,0.8,Drip irrigation,0.37,416.83,51.23
2012,Kenya,Wheat,908.27,16.14,9767.84,27724.72,4.01,0.74,Center pivot irrigation,0.42,762.69,62.98
2020,Tanzania,Pigeon peas,525.87,19.34,8415.81,78993.99,9.44,0.54,Sprinkler irrigation,0.28,150.48,11.34
2008,Uganda,Fruits,1027.58,28.26,9881.23,76251.59,9.05,0.83,Drip irrigation,0.42,387.55,58.91
2017,Burundi,Rice,1491.96,31.53,6915.38,84688.41,3.45,0.69,Drip irrigation,0.15,611.44,57.1
1998,South Sudan,Sweet potatoes,764.93,22.27,7511.91,32446.17,1.73,0.78,Drip irrigation,0.29,978.89,32.79
1997,Kenya,Cowpeas,1900.05,18.1,5511.52,33027.28,3.76,0.89,Sprinkler irrigation,0.43,167.91,62.07
1997,South Sudan,Wheat,1590.44,33.74,8080.44,15568.13,7.04,0.74,Center pivot irrigation,0.32,851.62,16.38
2023,Kenya,Wheat,1479.4,17.1,8271.46,47206.14,5.9,0.57,Center pivot irrigation,0.21,573.61,53.29
1997,Rwanda,Sunflower,786.41,26.75,8403.94,71202.69,6.21,0.85,Flood irrigation,0.2,315.36,47.58
2007,Uganda,Sorghum,1650.22,33.57,8899.48,38393.66,1.17,0.81,Flood irrigation,0.17,666.19,55.57
1999,South Sudan,Wheat,1307.04,16.76,1339.35,33899.1,3.05,0.8,Sprinkler irrigation,0.41,939.7,67.02
1997,Rwanda,Rice,706.57,27.98,9877.33,85009.79,7.49,0.54,Drip irrigation,0.18,463.56,49.65
2017,Kenya,Cowpeas,1117.14,20.38,2530.83,42560.34,3.44,0.7,Flood irrigation,0.28,929.66,30.7
2019,Uganda,Irish potatoes,680.59,32.45,6839.32,89691.43,8.27,0.68,Center pivot irrigation,0.32,151.28,28.94
2021,Burundi,Groundnuts,960.93,16.16,1136.54,91348.77,8.18,0.87,Drip irrigation,0.12,449.4,10.38
2004,Kenya,Wheat,1357.35,20.47,3532.68,97689.28,7.75,0.87,Center pivot irrigation,0.31,723.4,38.87
1994,Rwanda,Fruits,1842.67,23.28,7202.25,49767.03,8.53,0.75,Flood irrigation,0.12,608.63,42.89
2023,Tanzania,Soybeans,1981,29.17,9294.42,67977.33,1.93,0.55,Drip irrigation,0.34,716.34,79.67
2016,Uganda,Millet,1162.98,23.81,9390.42,41433.69,9.06,0.84,Drip irrigation,0.12,804.26,84.93
2018,Kenya,Wheat,939.57,26.54,7029.33,55782.88,1.78,0.74,Center pivot irrigation,0.28,575.04,65.58
1993,Rwanda,Pigeon peas,1427.49,28.38,2754.64,28491.99,7.25,0.58,Sprinkler irrigation,0.45,661.25,17.94
2015,Tanzania,Irish potatoes,1649.34,31.87,5279.43,13949.5,5.62,0.86,Flood irrigation,0.38,672.96,47.08
1998,Kenya,Wheat,1734.67,21.38,1407.28,87920.62,6.97,0.65,Sprinkler irrigation,0.21,842.63,89.37
2008,Uganda,Sunflower,532.42,24.48,4828.26,75491.63,1.83,0.59,Center pivot irrigation,0.35,693.15,55.12
2008,Uganda,Sunflower,1542.66,15.66,4400.91,22005.37,6.51,0.51,Flood irrigation,0.47,515.82,21.95
1999,Tanzania,Groundnuts,1997.33,15.14,8274.73,16466.52,9.02,0.86,Drip irrigation,0.35,124.15,56.81
2003,Rwanda,Fruits,1319.18,21.68,9974.13,57532.05,6.39,0.83,Drip irrigation,0.34,968.96,58.96
2020,South Sudan,Beans,1909.08,33.37,5408.96,21876.47,3.42,0.67,Sprinkler irrigation,0.2,347.38,99.53
2014,Tanzania,Cowpeas,1258.72,18.75,6117.37,78885.34,2.09,0.89,Sprinkler irrigation,0.11,226.93,63.42
1994,Kenya,Sunflower,1574.35,34.57,3594.23,58068.69,6.58,0.74,Sprinkler irrigation,0.1,824.33,42.09
1994,Rwanda,Beans,1174.1,33.55,1120.46,65968.01,9.45,0.67,Sprinkler irrigation,0.41,251.53,38.76
2020,South Sudan,Sunflower,1288.57,17.43,1255.46,22800.89,1.55,0.89,Drip irrigation,0.42,120.3,92.46
2000,Kenya,Rice,1276.79,20.38,7646.47,40239.77,3.36,0.54,Center pivot irrigation,0.22,993.32,84.23
2005,Uganda,Rice,661.07,21.97,6127.18,28827.09,4.43,0.5,Drip irrigation,0.33,138.33,12.47
2013,South Sudan,Rice,1871.7,18.85,5594.74,19851.76,7.16,0.51,Drip irrigation,0.12,790.56,99.65
1997,Burundi,Sorghum,1036.83,20.22,6123.92,68173.46,1.83,0.79,Drip irrigation,0.11,949.3,15.02
2004,South Sudan,Soybeans,1559.18,22.84,7342.92,68284.2,2.45,0.77,Sprinkler irrigation,0.27,545.38,39.71
2020,Rwanda,Cassava,854.84,33.23,3623.82,50695.66,2.6,0.51,Drip irrigation,0.22,190.01,65.14
2010,Kenya,Beans,1279.19,16.99,9766.79,37490.08,9.38,0.68,Center pivot irrigation,0.35,731.37,91.41
2022,Tanzania,Rice,1841.1,29.45,3037.44,86576.66,5.05,0.63,Flood irrigation,0.32,947.04,67.39
2013,Tanzania,Soybeans,889.92,15.6,4642.48,10678.48,8.78,0.78,Sprinkler irrigation,0.17,110.74,34.26
2022,Kenya,Sweet potatoes,740.89,21.96,7252.31,39181.47,7.49,0.81,Sprinkler irrigation,0.39,498.44,81.84
2000,Kenya,Vegetables,1078.96,20.7,7899.63,75925.74,9.3,0.85,Sprinkler irrigation,0.39,940.14,69.34
2018,Tanzania,Sunflower,1733.16,16.72,3671.01,70139.08,1.71,0.84,Flood irrigation,0.38,387.87,72.65
2017,Rwanda,Beans,1599.54,27.65,8866.06,35197.9,6.33,0.73,Sprinkler irrigation,0.33,710.95,51.48
2008,Burundi,Sorghum,674.18,22.81,3664.81,86131.65,1.51,0.51,Drip irrigation,0.14,473.23,50.19
2019,Rwanda,Maize,1222.43,15.9,8786.77,59928.07,5.48,0.51,Drip irrigation,0.49,978.74,20.96
1999,Kenya,Vegetables,1844.77,31.22,4382.75,92845.9,1.81,0.9,Sprinkler irrigation,0.49,892.61,79.5
2010,Rwanda,Vegetables,1925.86,32.71,5965.22,73849.8,7.62,0.57,Center pivot irrigation,0.4,503.38,84.22
2001,Uganda,Vegetables,1575.78,22.5,5222.83,80128.87,4.62,0.83,Sprinkler irrigation,0.24,529.06,79.95
2008,Tanzania,Groundnuts,1988.51,33.67,1832.01,24849.85,5.03,0.56,Drip irrigation,0.22,149.9,94.88
2000,Tanzania,Beans,897.85,24.77,5430.77,52807.92,1.36,0.89,Sprinkler irrigation,0.49,370.91,38.89
2023,South Sudan,Pigeon peas,1609.91,34.08,3110.87,51344.52,9.69,0.67,Drip irrigation,0.24,416.33,92.71
1993,Kenya,Millet,857.09,23.26,3147.77,74789.23,8.19,0.84,Drip irrigation,0.49,256.94,55.98
2023,Tanzania,Millet,834.73,20.33,9172.63,11788.33,2.14,0.64,Center pivot irrigation,0.34,334.66,33.94
1997,Rwanda,Sorghum,899.14,16.93,2066.03,27004.91,1.43,0.58,Center pivot irrigation,0.46,466.42,30.54
1996,Tanzania,Sorghum,1512.17,27.42,4367.17,12252.71,8.71,0.62,Drip irrigation,0.31,857.17,88.32
1996,Rwanda,Maize,514.51,22.55,3108.59,28843.76,9.87,0.67,Sprinkler irrigation,0.16,906.82,84.7
2020,Rwanda,Sweet potatoes,1360.69,18.84,6084.8,68342.59,5.98,0.77,Sprinkler irrigation,0.32,198.54,26.86
